"Code","ICD9_ICD10","String","PheCode","Disease"
"O10.119","ICD10","Pre-existing hypertensive heart disease complicating pregnancy, unspecified trimester",642,"Hypertension"
"O10.12","ICD10","Pre-existing hypertensive heart disease complicating childbirth",642,"Hypertension"
"O10.13","ICD10","Pre-existing hypertensive heart disease complicating the puerperium",642,"Hypertension"
"O10.2","ICD10","Pre-existing hypertensive chronic kidney disease complicating pregnancy, childbirth and the puerperium",642,"Hypertension"
"O10.21","ICD10","Pre-existing hypertensive chronic kidney disease complicating pregnancy",642,"Hypertension"
"O10.211","ICD10","Pre-existing hypertensive chronic kidney disease complicating pregnancy, first trimester",642,"Hypertension"
"O10.212","ICD10","Pre-existing hypertensive chronic kidney disease complicating pregnancy, second trimester",642,"Hypertension"
"O10.213","ICD10","Pre-existing hypertensive chronic kidney disease complicating pregnancy, third trimester",642,"Hypertension"
"O10.219","ICD10","Pre-existing hypertensive chronic kidney disease complicating pregnancy, unspecified trimester",642,"Hypertension"
"O10.22","ICD10","Pre-existing hypertensive chronic kidney disease complicating childbirth",642,"Hypertension"
"O10.23","ICD10","Pre-existing hypertensive chronic kidney disease complicating the puerperium",642,"Hypertension"
"O10.3","ICD10","Pre-existing hypertensive heart and chronic kidney disease complicating pregnancy, childbirth and the puerperium",642,"Hypertension"
"O10.31","ICD10","Pre-existing hypertensive heart and chronic kidney disease complicating pregnancy",642,"Hypertension"
"O10.311","ICD10","Pre-existing hypertensive heart and chronic kidney disease complicating pregnancy, first trimester",642,"Hypertension"
"O10.312","ICD10","Pre-existing hypertensive heart and chronic kidney disease complicating pregnancy, second trimester",642,"Hypertension"
"O10.313","ICD10","Pre-existing hypertensive heart and chronic kidney disease complicating pregnancy, third trimester",642,"Hypertension"
"O10.319","ICD10","Pre-existing hypertensive heart and chronic kidney disease complicating pregnancy, unspecified trimester",642,"Hypertension"
"O10.32","ICD10","Pre-existing hypertensive heart and chronic kidney disease complicating childbirth",642,"Hypertension"
"O10.33","ICD10","Pre-existing hypertensive heart and chronic kidney disease complicating the puerperium",642,"Hypertension"
"O10.4","ICD10","Pre-existing secondary hypertension complicating pregnancy, childbirth and the puerperium",642,"Hypertension"
"O10.41","ICD10","Pre-existing secondary hypertension complicating pregnancy",642,"Hypertension"
"O10.411","ICD10","Pre-existing secondary hypertension complicating pregnancy, first trimester",642,"Hypertension"
"O10.412","ICD10","Pre-existing secondary hypertension complicating pregnancy, second trimester",642,"Hypertension"
"O10.413","ICD10","Pre-existing secondary hypertension complicating pregnancy, third trimester",642,"Hypertension"
"O10.419","ICD10","Pre-existing secondary hypertension complicating pregnancy, unspecified trimester",642,"Hypertension"
"O10.42","ICD10","Pre-existing secondary hypertension complicating childbirth",642,"Hypertension"
"O10.43","ICD10","Pre-existing secondary hypertension complicating the puerperium",642,"Hypertension"
"O10.9","ICD10","Unspecified pre-existing hypertension complicating pregnancy, childbirth and the puerperium",642,"Hypertension"
"O10.91","ICD10","Unspecified pre-existing hypertension complicating pregnancy",642,"Hypertension"
"O10.911","ICD10","Unspecified pre-existing hypertension complicating pregnancy, first trimester",642,"Hypertension"
"O10.912","ICD10","Unspecified pre-existing hypertension complicating pregnancy, second trimester",642,"Hypertension"
"O10.913","ICD10","Unspecified pre-existing hypertension complicating pregnancy, third trimester",642,"Hypertension"
"O10.919","ICD10","Unspecified pre-existing hypertension complicating pregnancy, unspecified trimester",642,"Hypertension"
"O10.92","ICD10","Unspecified pre-existing hypertension complicating childbirth",642,"Hypertension"
"O10.93","ICD10","Unspecified pre-existing hypertension complicating the puerperium",642,"Hypertension"
"O13","ICD10","Gestational [pregnancy-induced] hypertension without significant proteinuria",642,"Hypertension"
"O13.1","ICD10","Gestational [pregnancy-induced] hypertension without significant proteinuria, first trimester",642,"Hypertension"
"O13.2","ICD10","Gestational [pregnancy-induced] hypertension without significant proteinuria, second trimester",642,"Hypertension"
"O13.3","ICD10","Gestational [pregnancy-induced] hypertension without significant proteinuria, third trimester",642,"Hypertension"
"O13.4","ICD10","Gestatnl htn without significant protein, comp childbirth",642,"Hypertension"
"O13.5","ICD10","Gestatnl htn without significant protein, comp the puerp",642,"Hypertension"
"O13.9","ICD10","Gestational [pregnancy-induced] hypertension without significant proteinuria, unspecified trimester",642,"Hypertension"
"O16","ICD10","Unspecified maternal hypertension",642,"Hypertension"
"O16.1","ICD10","Unspecified maternal hypertension, first trimester",642,"Hypertension"
"O16.2","ICD10","Unspecified maternal hypertension, second trimester",642,"Hypertension"
"O16.3","ICD10","Unspecified maternal hypertension, third trimester",642,"Hypertension"
"O16.4","ICD10","Unspecified maternal hypertension, complicating childbirth",642,"Hypertension"
"O16.5","ICD10","Unspecified maternal hypertension, complicating the puerperium",642,"Hypertension"
"O16.9","ICD10","Unspecified maternal hypertension, unspecified trimester",642,"Hypertension"
"430","ICD9","Subarachnoid hemorrhage",430.1,"Stroke"
"430","ICD9","Subarachnoid hemorrhage **",430.1,"Stroke"
"431","ICD9","Intracerebral hemorrhage",430.2,"Stroke"
"431","ICD9","Intracerebral hemorrhage **",430.2,"Stroke"
"432","ICD9","Other and unspecified intracranial hemorrhage",430,"Stroke"
"432","ICD9","Nontraumatic extradural hemorrhage",430,"Stroke"
"432.1","ICD9","Subdural hemorrhage",430.3,"Stroke"
"432.9","ICD9","Unspecified intracranial hemorrhage",430,"Stroke"
"433","ICD9","Occlusion and stenosis of precerebral arteries",433.1,"Stroke"
"433","ICD9","Occlusion and stenosis of basilar artery",433.1,"Stroke"
"433","ICD9","Occlusion and stenosis of basilar artery, without mention of cerebral infarction",433.1,"Stroke"
"433.01","ICD9","Occlusion and stenosis of basilar artery, with cerebral infarction",433.11,"Stroke"
"433.1","ICD9","Occlusion and stenosis of carotid artery",433.1,"Stroke"
"433.1","ICD9","Occlusion and stenosis of carotid artery, without mention of cerebral infarction",433.1,"Stroke"
"433.11","ICD9","Occlusion and stenosis of carotid artery, with cerebral infarction",433.11,"Stroke"
"433.2","ICD9","Occlusion and stenosis of vertebral artery",433.1,"Stroke"
"433.2","ICD9","Occlusion and stenosis of vertebral artery, without mention of cerebral infarction",433.1,"Stroke"
"433.21","ICD9","Occlusion and stenosis of vertebral artery, with cerebral infarction",433.11,"Stroke"
"433.3","ICD9","Occlusion and stenosis of multiple and bilateral precerebral arteries",433.1,"Stroke"
"433.3","ICD9","Occlusion and stenosis of multiple and bilateral precerebral arteries, without mention of cerebral infarction",433.1,"Stroke"
"433.31","ICD9","Occlusion and stenosis of multiple and bilateral precerebral arteries, with cerebral infarction",433.11,"Stroke"
"433.8","ICD9","Occlusion and stenosis of other specified precerebral artery",433.1,"Stroke"
"433.8","ICD9","Occlusion and stenosis of other specified precerebral artery, without mention of cerebral infarction",433.1,"Stroke"
"433.81","ICD9","Occlusion and stenosis of other specified precerebral artery, with cerebral infarction",433.11,"Stroke"
"433.9","ICD9","Occlusion and stenosis of unspecified precerebral artery",433.1,"Stroke"
"433.9","ICD9","Occlusion and stenosis of unspecified precerebral artery, without mention of cerebral infarction",433.1,"Stroke"
"433.91","ICD9","Unspecified precerebral artery, with cerebral infarction",433.11,"Stroke"
"434","ICD9","Occlusion of cerebral arteries",433.2,"Stroke"
"434","ICD9","Cerebral thrombosis",433.2,"Stroke"
"434","ICD9","Cerebral thrombosis, without mention of cerebral infarction",433.2,"Stroke"
"434.01","ICD9","Cerebral thrombosis, with cerebral infarction",433.21,"Stroke"
"434.1","ICD9","Cerebral embolism",433.2,"Stroke"
"434.1","ICD9","Cerebral embolism, without mention of cerebral infarction",433.2,"Stroke"
"434.11","ICD9","Cerebral embolism, with cerebral infarction",433.21,"Stroke"
"434.9","ICD9","Cerebral artery occlusion, unspecified",433.2,"Stroke"
"434.9","ICD9","Cerebral artery occlusion, unspecified, without mention of cerebral infarction",433.2,"Stroke"
"434.91","ICD9","Cerebral artery occlusion, unspecified, with cerebral infarction",433.21,"Stroke"
"437.1","ICD9","Other generalized ischemic cerebrovascular disease",433.3,"Stroke"
"I63","ICD10","Cerebral infarction",433.2,"Stroke"
"I63.6","ICD10","Cerebral infarction due to cerebral venous thrombosis, nonpyogenic",433.21,"Stroke"
"I63.42","ICD10","Cerebral infarction due to embolism of anterior cerebral artery",433.21,"Stroke"
"I63.12","ICD10","Cerebral infarction due to embolism of basilar artery",433.11,"Stroke"
"I63.113","ICD10","Cerebral infarction due to embolism of bilateral vertebral arteries",433.11,"Stroke"
"I63.13","ICD10","Cerebral infarction due to embolism of carotid artery",433.11,"Stroke"
"I63.44","ICD10","Cerebral infarction due to embolism of cerebellar artery",433.21,"Stroke"
"I63.4","ICD10","Cerebral infarction due to embolism of cerebral arteries",433.21,"Stroke"
"I63.422","ICD10","Cerebral infarction due to embolism of left anterior cerebral artery",433.21,"Stroke"
"I63.132","ICD10","Cerebral infarction due to embolism of left carotid artery",433.11,"Stroke"
"I63.442","ICD10","Cerebral infarction due to embolism of left cerebellar artery",433.21,"Stroke"
"I63.412","ICD10","Cerebral infarction due to embolism of left middle cerebral artery",433.21,"Stroke"
"I63.432","ICD10","Cerebral infarction due to embolism of left posterior cerebral artery",433.21,"Stroke"
"I63.112","ICD10","Cerebral infarction due to embolism of left vertebral artery",433.11,"Stroke"
"I63.41","ICD10","Cerebral infarction due to embolism of middle cerebral artery",433.21,"Stroke"
"I63.49","ICD10","Cerebral infarction due to embolism of other cerebral artery",433.21,"Stroke"
"I63.19","ICD10","Cerebral infarction due to embolism of other precerebral artery",433.11,"Stroke"
"I63.43","ICD10","Cerebral infarction due to embolism of posterior cerebral artery",433.21,"Stroke"
"I63.1","ICD10","Cerebral infarction due to embolism of precerebral arteries",433.11,"Stroke"
"I63.421","ICD10","Cerebral infarction due to embolism of right anterior cerebral artery",433.21,"Stroke"
"I63.131","ICD10","Cerebral infarction due to embolism of right carotid artery",433.11,"Stroke"
"I63.441","ICD10","Cerebral infarction due to embolism of right cerebellar artery",433.21,"Stroke"
"I63.411","ICD10","Cerebral infarction due to embolism of right middle cerebral artery",433.21,"Stroke"
"I63.431","ICD10","Cerebral infarction due to embolism of right posterior cerebral artery",433.21,"Stroke"
"I63.111","ICD10","Cerebral infarction due to embolism of right vertebral artery",433.11,"Stroke"
"I63.429","ICD10","Cerebral infarction due to embolism of unspecified anterior cerebral artery",433.21,"Stroke"
"I63.139","ICD10","Cerebral infarction due to embolism of unspecified carotid artery",433.11,"Stroke"
"I63.449","ICD10","Cerebral infarction due to embolism of unspecified cerebellar artery",433.21,"Stroke"
"I63.40","ICD10","Cerebral infarction due to embolism of unspecified cerebral artery",433.21,"Stroke"
"I63.419","ICD10","Cerebral infarction due to embolism of unspecified middle cerebral artery",433.21,"Stroke"
"I63.439","ICD10","Cerebral infarction due to embolism of unspecified posterior cerebral artery",433.21,"Stroke"
"I63.10","ICD10","Cerebral infarction due to embolism of unspecified precerebral artery",433.11,"Stroke"
"I63.119","ICD10","Cerebral infarction due to embolism of unspecified vertebral artery",433.11,"Stroke"
"I63.11","ICD10","Cerebral infarction due to embolism of vertebral artery",433.11,"Stroke"
"I63.32","ICD10","Cerebral infarction due to thrombosis of anterior cerebral artery",433.21,"Stroke"
"I63.02","ICD10","Cerebral infarction due to thrombosis of basilar artery",433.11,"Stroke"
"I63.03","ICD10","Cerebral infarction due to thrombosis of carotid artery",433.11,"Stroke"
"I63.34","ICD10","Cerebral infarction due to thrombosis of cerebellar artery",433.21,"Stroke"
"I63.3","ICD10","Cerebral infarction due to thrombosis of cerebral arteries",433.21,"Stroke"
"I63.322","ICD10","Cerebral infarction due to thrombosis of left anterior cerebral artery",433.21,"Stroke"
"I63.032","ICD10","Cerebral infarction due to thrombosis of left carotid artery",433.11,"Stroke"
"I63.342","ICD10","Cerebral infarction due to thrombosis of left cerebellar artery",433.21,"Stroke"
"I63.312","ICD10","Cerebral infarction due to thrombosis of left middle cerebral artery",433.21,"Stroke"
"I63.332","ICD10","Cerebral infarction due to thrombosis of left posterior cerebral artery",433.21,"Stroke"
"I63.012","ICD10","Cerebral infarction due to thrombosis of left vertebral artery",433.11,"Stroke"
"I63.31","ICD10","Cerebral infarction due to thrombosis of middle cerebral artery",433.21,"Stroke"
"I63.39","ICD10","Cerebral infarction due to thrombosis of other cerebral artery",433.21,"Stroke"
"I63.09","ICD10","Cerebral infarction due to thrombosis of other precerebral artery",433.11,"Stroke"
"I63.33","ICD10","Cerebral infarction due to thrombosis of posterior cerebral artery",433.21,"Stroke"
"I63.0","ICD10","Cerebral infarction due to thrombosis of precerebral arteries",433.21,"Stroke"
"I63.321","ICD10","Cerebral infarction due to thrombosis of right anterior cerebral artery",433.21,"Stroke"
"I63.031","ICD10","Cerebral infarction due to thrombosis of right carotid artery",433.11,"Stroke"
"I63.341","ICD10","Cerebral infarction due to thrombosis of right cerebellar artery",433.21,"Stroke"
"I63.311","ICD10","Cerebral infarction due to thrombosis of right middle cerebral artery",433.21,"Stroke"
"I63.331","ICD10","Cerebral infarction due to thrombosis of right posterior cerebral artery",433.21,"Stroke"
"I63.011","ICD10","Cerebral infarction due to thrombosis of right vertebral artery",433.11,"Stroke"
"I63.329","ICD10","Cerebral infarction due to thrombosis of unspecified anterior cerebral artery",433.21,"Stroke"
